Logical_Type_ID,LT_Name,Native_Type,RDBMS_Type,RDBMS_Version,Has_Size,Has_Precision,Has_Scale
LOGDT057,"UNIQUEIDENTIFIER","CHAR",DB2/UDB,7.1,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle Database,21c,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle Database,12cR2,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle Database,12c,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle Database,11g,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle Database,10g,N,N,N,
LOGDT051,"URIType","URITYPE",Oracle,9i,N,N,N,
LOGDT051,"URIType","CHAR",SQL Server,2012,N,N,N,
LOGDT051,"URIType","CHAR",SQL Server,2008,N,N,N,
LOGDT051,"URIType","CHAR",SQL Server,2005,N,N,N,
LOGDT051,"URIType","CHAR",SQL Server,2000,N,N,N,
LOGDT051,"URIType","CHAR",DB2/390,8,N,N,N,
LOGDT051,"URIType","CHAR",DB2/390,7,N,N,N,
LOGDT051,"URIType","CHAR",DB2/UDB,9,N,N,N,
LOGDT051,"URIType","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT051,"URIType","CHAR",DB2/UDB,7.1,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle Database,21c,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle Database,12cR2,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle Database,12c,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle Database,11g,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle Database,10g,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","UROWID",Oracle,9i,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",SQL Server,2012,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",SQL Server,2008,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",SQL Server,2005,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",SQL Server,2000,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",DB2/390,8,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",DB2/390,7,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",DB2/UDB,9,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",DB2/UDB,8.1,N,N,N,
LogDes-4BABEC65-108B-2A3C-F7C4-84AC47D292B0@LOGDT10041,"URowID","VARCHAR",DB2/UDB,7.1,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle Database,21c,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle Database,12cR2,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle Database,12c,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle Database,11g,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle Database,10g,N,N,N,
LOGDT041,"VARBINARY","BLOB",Oracle,9i,N,N,N,
LOGDT041,"VARBINARY","VARBINARY",SQL Server,2012,N,N,N,
LOGDT041,"VARBINARY","VARBINARY",SQL Server,2008,N,N,N,
LOGDT041,"VARBINARY","VARBINARY",SQL Server,2005,N,N,N,
LOGDT041,"VARBINARY","VARBINARY",SQL Server,2000,N,N,N,
LOGDT041,"VARBINARY","BLOB",DB2/390,8,N,N,N,
LOGDT041,"VARBINARY","BLOB",DB2/390,7,N,N,N,
LOGDT041,"VARBINARY","BLOB",DB2/UDB,9,N,N,N,
LOGDT041,"VARBINARY","BLOB",DB2/UDB,8.1,N,N,N,
LOGDT041,"VARBINARY","BLOB",DB2/UDB,7.1,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle Database,21c,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle Database,12cR2,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle Database,12c,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle Database,11g,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle Database,10g,N,N,N,
LOGDT024,"VARCHAR","VARCHAR2",Oracle,9i,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",SQL Server,2012,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",SQL Server,2008,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",SQL Server,2005,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",SQL Server,2000,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",DB2/390,8,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",DB2/390,7,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",DB2/UDB,9,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",DB2/UDB,8.1,N,N,N,
LOGDT024,"VARCHAR","VARCHAR",DB2/UDB,7.1,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle Database,21c,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle Database,12cR2,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle Database,12c,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle Database,11g,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle Database,10g,N,N,N,
LOGDT023,"VARGRAPHIC","BLOB",Oracle,9i,N,N,N,
LOGDT023,"VARGRAPHIC","VARBINARY",SQL Server,2012,N,N,N,
LOGDT023,"VARGRAPHIC","VARBINARY",SQL Server,2008,N,N,N,
LOGDT023,"VARGRAPHIC","VARBINARY",SQL Server,2005,N,N,N,
LOGDT023,"VARGRAPHIC","VARBINARY",SQL Server,2000,N,N,N,
LOGDT023,"VARGRAPHIC","VARGRAPHIC",DB2/390,8,N,N,N,
LOGDT023,"VARGRAPHIC","VARGRAPHIC",DB2/390,7,N,N,N,
LOGDT023,"VARGRAPHIC","VARGRAPHIC",DB2/UDB,9,N,N,N,
LOGDT023,"VARGRAPHIC","VARGRAPHIC",DB2/UDB,8.1,N,N,N,
LOGDT023,"VARGRAPHIC","VARGRAPHIC",DB2/UDB,7.1,N,N,N,
LOGDT016,"Video","BLOB",Oracle Database,21c,N,N,N,
LOGDT016,"Video","BLOB",Oracle Database,12cR2,N,N,N,
LOGDT016,"Video","BLOB",Oracle Database,12c,N,N,N,
LOGDT016,"Video","BLOB",Oracle Database,11g,N,N,N,
LOGDT016,"Video","BLOB",Oracle Database,10g,N,N,N,
LOGDT016,"Video","BLOB",Oracle,9i,N,N,N,
LOGDT016,"Video","IMAGE",SQL Server,2012,N,N,N,
LOGDT016,"Video","IMAGE",SQL Server,2008,N,N,N,
LOGDT016,"Video","IMAGE",SQL Server,2005,N,N,N,
LOGDT016,"Video","IMAGE",SQL Server,2000,N,N,N,
LOGDT016,"Video","VARGRAPHIC",DB2/390,8,N,N,N,
LOGDT016,"Video","VARGRAPHIC",DB2/390,7,N,N,N,
LOGDT016,"Video","BLOB",DB2/UDB,9,N,N,N,
LOGDT016,"Video","BLOB",DB2/UDB,8.1,N,N,N,
LOGDT016,"Video","BLOB",DB2/UDB,7.1,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle Database,21c,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle Database,12cR2,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle Database,12c,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle Database,11g,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle Database,10g,N,N,N,
LOGDT053,"XDBURIType","XDBURITYPE",Oracle,9i,N,N,N,
LOGDT053,"XDBURIType","CHAR",SQL Server,2012,N,N,N,
LOGDT053,"XDBURIType","CHAR",SQL Server,2008,N,N,N,
LOGDT053,"XDBURIType","CHAR",SQL Server,2005,N,N,N,
LOGDT053,"XDBURIType","CHAR",SQL Server,2000,N,N,N,
LOGDT053,"XDBURIType","CHAR",DB2/390,8,N,N,N,
LOGDT053,"XDBURIType","CHAR",DB2/390,7,N,N,N,
LOGDT053,"XDBURIType","CHAR",DB2/UDB,9,N,N,N,
LOGDT053,"XDBURIType","CHAR",DB2/UDB,8.1,N,N,N,
LOGDT053,"XDBURIType","CHAR",DB2/UDB,7.1,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle Database,21c,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle Database,12cR2,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle Database,12c,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle Database,11g,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle Database,10g,N,N,N,
LOGDT050,"XMLType","XMLTYPE",Oracle,9i,N,N,N,
LOGDT050,"XMLType","XML",SQL Server,2012,N,N,N,
LOGDT050,"XMLType","XML",SQL Server,2008,N,N,N,
LOGDT050,"XMLType","XML",SQL Server,2005,N,N,N,
LOGDT050,"XMLType","TEXT",SQL Server,2000,N,N,N,
LOGDT050,"XMLType","CLOB",DB2/390,8,N,N,N,
LOGDT050,"XMLType","CLOB",DB2/390,7,N,N,N,
LOGDT050,"XMLType","XML",DB2/UDB,9,N,N,N,
LOGDT050,"XMLType","XML",DB2/UDB,8.1,N,N,N,
LOGDT050,"XMLType","CLOB",DB2/UDB,7.1,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle Database,21c,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle Database,12cR2,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle Database,12c,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle Database,11g,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle Database,10g,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR2",Oracle,9i,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",SQL Server,2012,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",SQL Server,2008,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",SQL Server,2005,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",SQL Server,2000,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",DB2/390,8,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",DB2/390,7,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",DB2/UDB,9,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",DB2/UDB,8.1,N,N,N,
A3A3C77D-0366-9768-FF89-1C25E56881C8,"String","VARCHAR",DB2/UDB,7.1,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","JSON",Oracle Database,21c,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",Oracle Database,12cR2,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",Oracle Database,12c,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",Oracle Database,11g,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",Oracle Database,10g,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",Oracle,9i,N,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","VARCHAR",SQL Server,2012,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","VARCHAR",SQL Server,2008,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","VARCHAR",SQL Server,2005,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","VARCHAR",SQL Server,2000,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",DB2/390,8,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",DB2/390,7,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",DB2/UDB,9,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",DB2/UDB,8.1,Y,N,N,
47823B89-BECE-2D4A-B641-EE3BE6149078,"JSON","CLOB",DB2/UDB,7.1,Y,N,N,
